determine,annexed,javi,sahrawi,tens,forces,refugees,waiting,status,following,julio,reading,forty,live,western,spain,around,nervio,withdrawal,still,dedication,morocco,sahara,camps,learningphotographs,continue,foto,algeria,tindouf,dimmed,referendum,years,thousands
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
