arts,hub,reading,omantraditional,insider,muscat,us,steeped,opera,brewer,fireworks,capital,nicole,tradition,takes,austerity,frankincense,guide,inside,heritage,continue,cultural
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
