could,abuse,marriage,dos,displayed,sexual,firmly,rabat,thinking,continue,cafe,beer,review,casablanca,young,morocco,feet,seems,fa,daily,areas,expose,wearing,progressive,moroccan,houda,upmarket,chatting,jeans,peels,society,planted,world,ostensibly,sex,windows,sit,femme,spanish,veneer,mall,margins,cosmopolitan,french,swiping,life,certain,century,forgiven,around,boots,dazzling,back,hicham,st,fashion,shop,strugglelook,enlightened,reading,underage,women,exploitation,country,de,smartphones,bars,portrait,mulet
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1
