efforts,two,spotted,celebrate,storiesthe,tree,campaign,early,reveal,hit,continue,love,milliontreesnyc,bringing,new,share,best,comments,web,streets,links,years,discover,cities,youngest,week,city,stories,populations,d,cash,ve,responses,wales,planting,reading,england,around,dispense,machines,target,grenoble,hear,york,thoughts,feature,short
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,4,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
