iconic,channel,gehry,cities,contributions,feels,surrounded,continue,electricity,mayor,underused,architect,planned,river,la,eric,garcetti,though,underappreciated,water,kayaking,farmany,seine,restored,flow,city,unloved,runs,help,celebrated,pylons,forgotten,loved,frank,concrete,photos,used,become,graffiti,picturesque,limited,decorated,reading,scene,spearheaded,superstar,rivers,often,guardianwitnessyour,others,share,revitalised,newly,every,much,well,wish,better,could,abandoned,like,along,barely,mile,stories,chicago,paris,stretch
1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
