island,like,milstein,reading,work,images,york,pictures,jeffrey,public,photographer,park,parks,gathering,aerial,part,air,los,places,america,skate,stunning,new,coney,taken,continue,angeles,venice,beach,recreation
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
