reinterpretations,contrasts,use,eclectic,javier,want,native,cultural,exploring,says,architecture,leandro,results,things,capital,continue,spanish,venezuelan,caracas,da,amazing,captures,based,hidden,goncalves,people,buildings,student,streets,care,believes,one,adopted,cityjavier,photography,create,interesting,photos,skyline,arrival,treasures,costa,city,reading,appreciate,venezuela,express,mix,cultures,style,encouraging,spaces,country,take,reflected,register,styles,architectural
1,2,1,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
